model,story_id,user_story,plantuml
Granite-4.0-tiny,97,"As a user, I want to choose a flexible pick up time, so that I can more conveniently use the website.","Here's the sequence diagram for the user story ""As a user, I want to choose a flexible pick up time, so that I can more conveniently use the website"" in PlantUML format:

@startuml
actor User
database PickupDatabase
participant PickupScheduler

User -> PickupScheduler: Request flexible pick up time
PickupScheduler --> PickupDatabase: Retrieve pick up time options
PickupDatabase --> PickupScheduler: Provide available time slots
PickupScheduler --> User: Display available pick up time slots
User -> PickupScheduler: Select preferred pick up time
PickupScheduler --> PickupDatabase: Update user's pick up time preference
PickupDatabase --> PickupScheduler: Confirm preference update
PickupScheduler --> User: Confirmation of pick up time update
activate User
deactivate User

@enduml

This sequence diagram shows the interaction between the User, PickupScheduler, and PickupDatabase to allow the user to choose a flexible pick up time for the website. The user requests flexible pick up time options, retrieves available time slots, selects a preferred time, and confirms the updated pick up time preference."
Granite-4.0-tiny,101,"As an archivist, I want to upload a single file.","Here's the sequence diagram for the user story ""As an archivist, I want to upload a single file"" based on the given rules:

@startuml
actor Archivist
database ArchiveDatabase
participant SingleFileUploader
participant FileProcessor

Archivist -> SingleFileUploader: Upload single file
SingleFileUploader --> ArchiveDatabase: Store file
ArchiveDatabase --> SingleFileUploader: Confirmation of upload

SingleFileUploader -> FileProcessor: Process file
FileProcessor --> ArchiveDatabase: Retrieve file
ArchiveDatabase --> FileProcessor: Provide processed file
FileProcessor --> SingleFileUploader: Confirm file processing

@enduml

This sequence diagram represents the interaction between the archivist, the single file uploader, the archive database, and the file processor component. The archivist uploads a single file, which is stored in the archive database. The file processor then processes the file, retrieves it from the archive database, and confirms the file processing back to the single file uploader."
Granite-4.0-tiny,103,"As a librarian, I want to create information about borrowed books.","Here's a valid PlantUML sequence diagram for the given user story:

@startuml
librarian->book_lending_system: record borrowed book
librarian->book_lending_system: assign borrower and due date
librarian->library_management_system: update book status to ""borrowed""
librarian->library_management_system: record borrower's information
librarian->library_management_system: generate borrowing details report
librarian->archival_system: create archival record of borrowed book
librarian->archival_system: store archival record securely
@enduml

This sequence diagram illustrates the following steps:

1. The librarian records the borrowed book in the book_lending_system.
2. The librarian assigns the borrower and due date to the borrowed book.
3. The librarian updates the book status to ""borrowed"" in the library_management_system.
4. The librarian records the borrower's information in the library_management_system.
5. The librarian generates a borrowing details report using the library_management_system.
6. The librarian creates an archival record of the borrowed book in the archival_system.
7. The librarian stores the archival record securely in the archival_system.

Please note that this is a simplified sequence diagram and may not cover all the possible interactions and actions involved in the process. The actual implementation may require additional details and components specific to the library management system being used."
Granite-4.0-tiny,105,"As a Staff, I want to edit book, so that I can correct book records those are faulty.","Here's the sequence diagram for the user story ""As a Staff, I want to edit book, so that I can correct book records those are faulty."" based on the given rules:

@startuml
actor Staff
database LibraryDatabase
participant BookEditor

Staff -> BookEditor: Request to edit book
BookEditor --> LibraryDatabase: Retrieve book record
LibraryDatabase --> BookEditor: Provide book record
BookEditor -> LibraryDatabase: Update book record with corrections
LibraryDatabase --> BookEditor: Confirm update
BookEditor -> Staff: Display updated book record
Staff -> LibraryDatabase: Save changes to database
LibraryDatabase --> Staff: Confirmation of changes saved

@enduml

This sequence diagram follows the given rules:
- It starts with `@startuml` and ends with `@enduml`.
- It represents the interaction between the `Staff` actor, the `BookEditor` participant, and the `LibraryDatabase`.
- The sequence of messages between the participants is clearly depicted.
- The diagram shows the flow of the user story, starting with the staff requesting to edit a book, retrieving the book record from the database, updating the record with corrections, confirming the update, displaying the updated record to the staff, and finally saving the changes back to the database."
Granite-4.0-tiny,108,"As an archivist, I want to access metadata and visual representations of index cards, so that I can use that information to assist researchers.","Here's the sequence diagram for the given user story in PlantUML format:

@startuml
archivist->metadata:access metadata of index cards
archivist->visual:access visual representations of index cards
archivist->researcher:assist researcher with metadata and visual representations
@enduml"
Granite-4.0-tiny,111,"As a user, I want to be able to give my email ID, so that I can receive notifications for new events as they are posted.","Here's the valid PlantUML sequence diagram for the given user story:

@startuml
User->System: Provide email ID
System->NotificationService: Store email ID
NotificationService->NotificationSystem: Schedule notifications
NotificationSystem->NotificationService: Retrieve email ID
NotificationService->User: Send notification for new events
@enduml

This diagram represents the following interactions:

1. The User provides their email ID to the System.
2. The System stores the email ID in the NotificationService.
3. The NotificationService schedules notifications for new events.
4. The NotificationService retrieves the stored email ID from the NotificationService.
5. The NotificationService sends a notification to the User for new events.

The sequence diagram clearly illustrates the flow of data and interactions between the User, System, NotificationService, and NotificationSystem to enable the delivery of notifications for new events via email."
Granite-4.0-tiny,114,"As a research participant, I want to make sure that the appearance of the prototype does not distract from the workflow, so that I can complete the user interview.","Here's the sequence diagram for the given user story:

@startuml
actor ResearchParticipant
database PrototypeDatabase
participant Prototype

ResearchParticipant -> Prototype: Provide feedback on the prototype appearance
Prototype --> PrototypeDatabase: Save the feedback

activate ResearchParticipant

ResearchParticipant -> Prototype: Request adjustments to the prototype appearance
Prototype --> Prototype: Apply the requested adjustments
Prototype --> PrototypeDatabase: Save the adjustments

activate Prototype

PrototypeDatabase --> Prototype: Confirmation of adjustment storage
Prototype --> ResearchParticipant: Present the updated prototype

deactivate ResearchParticipant
@enduml"
Granite-4.0-tiny,116,"As a member, I want to calculate the fine for delayed returns by automatically.","Here's the sequence diagram for the user story ""As a member, I want to calculate the fine for delayed returns by automatically"" based on the provided rules:

@startuml
actor Member
database FineCalculator
participant LibrarySystem

Member -> LibrarySystem: Request fine calculation for delayed return
LibrarySystem --> FineCalculator: Retrieve book details and due date
FineCalculator --> FineCalculator: Calculate delay in days
FineCalculator --> FineCalculator: Determine fine amount based on rules
FineCalculator --> LibrarySystem: Provide fine amount
LibrarySystem --> Member: Display fine amount

activate Member
deactivate Member

@enduml"
Granite-4.0-tiny,118,"As a cook, I want to mark items unavailable, so that Waiter can inform customers.","Here's the sequence diagram for the user story ""As a cook, I want to mark items unavailable, so that Waiter can inform customers."" based on the provided rules:

@startuml
actor Cook
database Inventory
participant Waiter
participant Customer

Cook -> Inventory: Mark item as unavailable
Inventory --> Cook: Confirm item unavailability

Cook -> Waiter: Notify about unavailable item
Waiter -> Customer: Inform customer about unavailable item
Customer -> Waiter: Acknowledge unavailability information

@enduml"
Granite-4.0-tiny,121,"As an Archivist, I want to create and edit Agent records.","Here's a valid PlantUML sequence diagram for the user story ""As an Archivist, I want to create and edit Agent records"":

@startuml
Archivist -> AgentSystem: Create Agent record
AgentSystem -> AgentSystem: Validate input data
AgentSystem -> AgentSystem: Store Agent record in database
AgentSystem -> Archivist: Confirmation message
Archivist -> Archivist: Display Agent record
Archivist -> AgentSystem: Edit Agent record
AgentSystem -> AgentSystem: Retrieve Agent record from database
AgentSystem -> AgentSystem: Update Agent record fields
AgentSystem -> AgentSystem: Save updated Agent record in database
AgentSystem -> Archivist: Confirmation message
Archivist -> Archivist: Display updated Agent record
@enduml

Explanation:
- The sequence starts with the Archivist initiating the creation of an Agent record by sending a request to the AgentSystem.
- The AgentSystem validates the input data and stores the Agent record in the database.
- The AgentSystem sends a confirmation message back to the Archivist and displays the newly created Agent record.
- The Archivist then requests to edit the Agent record.
- The AgentSystem retrieves the Agent record from the database, allows the Archivist to update the fields, and saves the updated record back to the database.
- Finally, the AgentSystem sends a confirmation message to the Archivist and displays the updated Agent record.

This sequence diagram captures the basic flow of creating and editing Agent records for an Archivist in a system."
Granite-4.0-tiny,123,"As an Archivist, I want to create and edit Event records.","Here's the sequence diagram for the user story ""As an Archivist, I want to create and edit Event records"" in PlantUML format:

@startuml
actor Archivist
participant ""Event Management System"" as EMS
participant ""Database"" as DB

Archivist -> EMS: Create Event
EMS -> DB: Store Event record
DB --> EMS: Event record created
EMS --> Archivist: Event created successfully

Archivist -> EMS: Edit Event
EMS -> DB: Update Event record
DB --> EMS: Event record updated
EMS --> Archivist: Event updated successfully

Archivist -> EMS: View Event details
EMS -> DB: Retrieve Event record
DB --> EMS: Event details retrieved
EMS --> Archivist: Event details displayed

@enduml

This sequence diagram illustrates the interaction between the Archivist actor and the Event Management System (EMS), which communicates with the underlying Database (DB) to perform the create, edit, and view operations on Event records."
Granite-4.0-tiny,125,"As an app developer, I want to share a dataset type that I had previously deployed as part of an app.","Here's the sequence diagram for the given user story:

@startuml
appDeveloper->Dataset:share dataset
Dataset->App:receive shared dataset
App->Dataset:start using dataset
@enduml

This sequence diagram represents the interaction between the app developer, the dataset, and the app. The app developer shares the dataset, the dataset receives the shared dataset from the app developer, and then the app starts using the received dataset."
Granite-4.0-tiny,127,"As a manager, I want to keep track of resources available so that I can manage inventory.","Here's the valid PlantUML sequence diagram for the user story ""As a manager, I want to keep track of resources available so that I can manage inventory"":

@startuml
Manager -> InventorySystem: Display resources
InventorySystem -> ResourceDatabase: Query available resources
ResourceDatabase --> InventorySystem: Resource list
InventorySystem -> Manager: Show inventory overview
Manager -> ResourceDatabase: Update resource availability
ResourceDatabase --> InventorySystem: Updated resource list
InventorySystem -> Manager: Refresh inventory display
@enduml

This sequence diagram shows the interaction between the Manager, InventorySystem, and ResourceDatabase components. The Manager requests the InventorySystem to display the available resources, which in turn queries the ResourceDatabase for the current inventory. The ResourceDatabase returns the resource list to the InventorySystem, which then displays the inventory overview to the Manager. The Manager can also update the resource availability through the InventorySystem, which updates the ResourceDatabase accordingly. Finally, the InventorySystem refreshes the inventory display to reflect any changes made by the Manager."
Granite-4.0-tiny,130,"As a depositor, I want to specify a disposal policy for my data, so that I do not accidentally breach laws or collaboration agreements.","Here's the sequence diagram for the user story ""As a depositor, I want to specify a disposal policy for my data, so that I do not accidentally breach laws or collaboration agreements"":

@startuml
actor Depositor
participant DataDisposalPolicyManager
participant DataHandler

Depositor -> DataDisposalPolicyManager: Specify disposal policy
DataDisposalPolicyManager --> Depositor: Disposal policy specified

activate Depositor

Depositor -> DataHandler: Initiate data deposit
DataHandler --> DataDisposalPolicyManager: Verify disposal policy

activate DataDisposalPolicyManager
activate DataHandler

DataDisposalPolicyManager -> DataHandler: Check policy compliance
DataHandler --> DataDisposalPolicyManager: Policy compliant

alt Data is compliant with policy
    DataHandler -> DataHandler: Proceed with deposit
    DataHandler --> Depositor: Deposit accepted
else Data violates policy
    DataDisposalPolicyManager --> Depositor: Deposit denied due to policy violation
    Depositor --> DataHandler: Request policy adjustment
end

deactivate Depositor
deactivate DataDisposalPolicyManager
deactivate DataHandler

@enduml"
Granite-4.0-tiny,132,"As a Zooniverse admin, I want to know when I should educate a volunteer.","Here's the sequence diagram for the user story ""As a Zooniverse admin, I want to know when I should educate a volunteer"" based on the given rules:

@startuml
zooniverse_admin->admin_dashboard:View volunteer performance
admin_dashboard->volunteer_performance:Analyze data
volunteer_performance->admin_dashboard:Identify volunteers needing education
admin_dashboard->admin_dashboard:Trigger education reminder
admin_dashboard->volunteer:Send education email
volunteer->admin_dashboard:View education materials
@enduml

This sequence diagram follows the specified rules:
1. It starts with `@startuml` and ends with `@enduml`.
2. It shows the interaction between the `zooniverse_admin`, `admin_dashboard`, `volunteer_performance`, and `volunteer` components.
3. The diagram illustrates the flow of information from analyzing volunteer data to identifying volunteers needing education, triggering an education reminder, and sending an education email to the volunteer."
Granite-4.0-tiny,134,"As a repository manager, I want to see a display of recent errors deduplicated for easy comprehension like Symplectic Elements provides.","Here's the sequence diagram for the user story ""As a repository manager, I want to see a display of recent errors deduplicated for easy comprehension like Symplectic Elements provides."" using PlantUML:

@startuml
repository_manager -> System: Display recent errors
System -> ErrorService: Retrieve recent errors
ErrorService -> ErrorService: Deduplicate errors
ErrorService -> System: Return deduplicated errors
System -> repository_manager: Show deduplicated errors
@enduml

This sequence diagram shows the interaction between the repository manager, the System, the ErrorService, and the deduplication process for displaying recent errors in an easy-to-understand format."
Granite-4.0-tiny,142,"As a researcher I want clear citation information on each document, so that I can cite accurately in a publication.","Here's the sequence diagram for the given user story in PlantUML format:

@startuml
researcher->citation_database: request citation info
citation_database->researcher: return citation information
researcher->document: update citation info
document->researcher: display citation information
@enduml

This sequence diagram shows the following interactions:

1. The researcher requests citation information from the citation database.
2. The citation database retrieves the citation information and returns it to the researcher.
3. The researcher updates the document with the retrieved citation information.
4. The document displays the citation information to the researcher."
Granite-4.0-tiny,144,"As a manager, I want to track which employees sell the most number of products so that I can increase their salary.","Here's the sequence diagram for the given user story in PlantUML format:

@startuml
actor Manager
participant System
participant Employee

Manager -> System: Request employee sales data
System -> Employee: Retrieve sales data
Employee --> System: Return sales data
System -> Manager: Display top-selling employees
@enduml

This sequence diagram represents the interactions between the Manager, System, and Employee components for the user story ""As a manager, I want to track which employees sell the most number of products so that I can increase their salary."""
Granite-4.0-tiny,148,"As a librarian, I want to add new books to book list.","Here is the sequence diagram for the user story ""As a librarian, I want to add new books to book list"" in PlantUML format:

@startuml
actor Librarian
database LibraryDatabase
participant BookAdder

Librarian -> BookAdder: Submit new book details
BookAdder --> LibraryDatabase: Add book to database
LibraryDatabase --> BookAdder: Confirm addition of book
BookAdder --> Librarian: Notify librarian of successful addition

@enduml

This sequence diagram shows the interaction between the Librarian actor, the BookAdder participant, and the LibraryDatabase. The Librarian submits new book details to the BookAdder, which then adds the book to the LibraryDatabase. The LibraryDatabase confirms the addition back to the BookAdder, and finally, the BookAdder notifies the Librarian that the book has been successfully added to the book list."
Granite-4.0-tiny,150,"As an OlderPerson, I want to use ALFRED to control the TV and radio.","Here's the sequence diagram for the given user story using PlantUML:

@startuml
actor OlderPerson
actor ALFRED
database TV
database Radio

OlderPerson -> ALFRED: Request TV Channel
ALFRED -> ALFRED: Process TV Request
ALFRED -> TV: Change Channel
TV --> ALFRED: Confirm Channel Change
ALFRED --> OlderPerson: Report TV Channel Change

OlderPerson -> ALFRED: Request Radio Station
ALFRED -> ALFRED: Process Radio Request
ALFRED -> Radio: Change Station
Radio --> ALFRED: Confirm Station Change
ALFRED --> OlderPerson: Report Radio Station Change

@enduml

This sequence diagram shows the interaction between the OlderPerson actor, the ALFRED system, and the TV and Radio devices. The OlderPerson requests to change the TV channel and radio station, and ALFRED processes these requests, sends commands to the respective devices, and reports the changes back to the OlderPerson."
Granite-4.0-tiny,152,"As a Staff member, I want to Manage Bonds, so that I can track and manage bonds throughout the lifecycle of the project until release.","Here's the sequence diagram for the given user story in PlantUML format:

@startuml
actor Staff
participant StaffMember
participant BondManager
participant BondSystem

Staff -> StaffMember: ""I want to Manage Bonds""
StaffMember -> BondManager: ""Manage Bonds throughout the project lifecycle until release""
BondManager -> BondSystem: ""Track and manage bonds""
BondSystem --> BondManager: ""Updated bond information""
BondManager --> StaffMember: ""Bond status and lifecycle details""
StaffMember -> Staff: ""Receive updates and manage bonds""
@enduml

This sequence diagram shows the interaction between a Staff member, a BondManager, and a BondSystem. The Staff member initiates the process by wanting to manage bonds. The BondManager then interacts with the BondSystem to track and manage bonds throughout the project lifecycle until release. The BondSystem provides updates and details about the bond status to the BondManager, which in turn informs the Staff member about the bond information."
Granite-4.0-tiny,154,"As a chef, I want to update the allergy warnings of menu items.","Here's the sequence diagram for the user story ""As a chef, I want to update the allergy warnings of menu items"" based on the given rules:

@startuml
actor Chef
database MenuDatabase

participant Customer
participant KitchenStaff

Chef -> MenuDatabase: Retrieve menu items
MenuDatabase --> Chef: Display menu items

Chef -> MenuDatabase: Select menu item to update
MenuDatabase --> Chef: Show selected menu item details

Chef -> MenuDatabase: Enter updated allergy warnings
MenuDatabase --> Chef: Confirm updated allergy warnings

Chef -> KitchenStaff: Notify about updated allergy warnings
KitchenStaff -> Customer: Inform about updated allergy warnings on menu
Customer -> KitchenStaff: Acknowledge updated allergy warnings

@enduml

This sequence diagram represents the following interactions:

1. The chef retrieves the menu items from the MenuDatabase.
2. The chef selects a specific menu item to update the allergy warnings.
3. The MenuDatabase displays the selected menu item details to the chef.
4. The chef enters the updated allergy warnings for the selected menu item in the MenuDatabase.
5. The MenuDatabase confirms the updated allergy warnings to the chef.
6. The chef notifies the kitchen staff about the updated allergy warnings.
7. The kitchen staff informs the customer about the updated allergy warnings on the menu.
8. The customer acknowledges the updated allergy warnings.

Note that this is a simplified sequence diagram focusing on the main interactions related to updating allergy warnings for menu items. Additional details and interactions can be added based on the specific requirements of the system."
Granite-4.0-tiny,156,"As an employee, I want to change orders of a table.","Here's the sequence diagram for the user story ""As an employee, I want to change orders of a table"" using PlantUML:

@startuml
Employee -> Table: change order
Table -> Employee: order changed
@enduml

This diagram shows that the Employee initiates the change order action, which is then processed by the Table, resulting in the order being changed and confirmed back to the Employee."
Granite-4.0-tiny,158,"As a library manager, I want to know which books are borrowed most so that I can bring the further copies of the books.","Here's the sequence diagram for the given user story:

@startuml
actor LibraryManager
database LibraryDatabase
participant BookBorrowingTracker
participant MostPopularBooksFinder

LibraryManager -> BookBorrowingTracker: Track book borrowings
BookBorrowingTracker --> LibraryDatabase: Store borrowings
LibraryDatabase --> BookBorrowingTracker: Confirmation of borrowings

LibraryManager -> MostPopularBooksFinder: Request most popular books
MostPopularBooksFinder -> LibraryDatabase: Query most borrowed books
LibraryDatabase --> MostPopularBooksFinder: Return most borrowed books
MostPopularBooksFinder --> LibraryManager: Present most popular books

@enduml

This sequence diagram shows the interaction between the Library Manager, the Book Borrowing Tracker, and the Library Database. The Library Manager requests the most popular books, and the Book Borrowing Tracker queries the Library Database to retrieve the most borrowed books, which are then presented to the Library Manager."
Granite-4.0-tiny,160,"As a librarian, I want to edit suggestion list.","Here's a sequence diagram for the user story ""As a librarian, I want to edit suggestion list"":

@startuml
actor Librarian
database SuggestionList

participant LibrarianUI
participant SuggestionService
participant DatabaseHandler

Librarian -> LibrarianUI: Display suggestion list
LibrarianUI --> SuggestionService: Request to edit suggestion list
SuggestionService --> DatabaseHandler: Retrieve suggestion list from database
DatabaseHandler --> SuggestionService: Provide suggestion list
SuggestionService --> LibrarianUI: Update suggestion list based on librarian's edits
LibrarianUI --> Librarian: Display updated suggestion list

@enduml"
Granite-4.0-tiny,162,"As a Cornell faculty member, I want to have some control over how items within my collection sort in collection contents lists, so that I can control how my work is presented.","Here's a valid PlantUML sequence diagram for the given user story:

@startuml
actor FacultyMember
participant ""Collection System"" as CS

FacultyMember->CS: Submit collection items
CS->CS: Store submitted items

FacultyMember->CS: Request sorting options
CS-->>FacultyMember: Display sorting options
FacultyMember->CS: Select sorting criteria
CS-->>FacultyMember: Apply selected sorting criteria

FacultyMember->CS: View sorted collection contents
CS-->>FacultyMember: Display sorted collection contents

note left of FacultyMember
  Faculty member can choose sorting criteria
  to control presentation of their collection
end note

@enduml

This sequence diagram shows the interaction between the Cornell faculty member, the Collection System, and the sorting functionality. The faculty member submits collection items, requests sorting options, selects sorting criteria, and views the sorted collection contents. The diagram also includes a note indicating that the faculty member has control over the sorting criteria to present their collection as desired."
Granite-4.0-tiny,166,"As a restaurant manager, I want to see weekly reports.","Here's the valid PlantUML sequence diagram for the user story ""As a restaurant manager, I want to see weekly reports"":

@startuml
RestaurantManager -> System: Generate weekly reports
System -> Database: Retrieve sales data
Database --> System: Return sales data
System -> ReportGenerator: Process sales data
ReportGenerator -> System: Generate weekly reports
System -> RestaurantManager: Display weekly reports
RestaurantManager --> System: View weekly reports
@enduml"
Granite-4.0-tiny,168,"As a user, I want to sync events created in NeuroHub with a web-based Calendar such as Google Calendar.","Here's the sequence diagram for the user story ""As a user, I want to sync events created in NeuroHub with a web-based Calendar such as Google Calendar"" in PlantUML format:

@startuml
actor User
database NeuroHub
database CalendarDatabase

User -> NeuroHub: Create event in NeuroHub
NeuroHub --> User: Confirmation of event creation
User -> CalendarDatabase: Request to sync event from NeuroHub
CalendarDatabase --> User: Sync status (success/failure)

activate User

User -> NeuroHub: Poll for synced events
NeuroHub --> User: Synced events list

User -> CalendarDatabase: Verify synced events
CalendarDatabase --> User: Verification status

deactivate User
@enduml

This sequence diagram shows the interactions between the User, NeuroHub, and CalendarDatabase. The user creates an event in NeuroHub, which then requests to sync the event with the CalendarDatabase. The CalendarDatabase confirms the sync status to the user. The user polls for synced events from NeuroHub, and the synced events are verified in the CalendarDatabase."
Granite-4.0-tiny,170,"As a team member, I want to know what visual design related tasks we might need to plan for this sprint, so that I can assign tasks as necessary.","Here's a sequence diagram for the given user story:

@startuml
actor TeamMember
database VisualDesignTasks
participant UIUXDesigner
participant TaskAssigner

TeamMember -> UIUXDesigner: Request visual design related tasks for the upcoming sprint
UIUXDesigner --> TeamMember: Provide list of visual design tasks

activate TeamMember

TeamMember -> TaskAssigner: Assign visual design tasks to team members
TaskAssigner --> TaskAssigner: Update task assignments

activate TaskAssigner

TaskAssigner -> VisualDesignTasks: Store assigned tasks
VisualDesignTasks --> TaskAssigner: Confirmation of task assignments
TaskAssigner --> TeamMember: Present assigned tasks

deactivate TeamMember
deactivate TaskAssigner
@enduml"
Granite-4.0-tiny,173,"As an employee, I want to add a new information about myself to the my employee data","Here's the sequence diagram for the user story ""As an employee, I want to add a new information about myself to the my employee data"" using PlantUML syntax:

@startuml
actor Employee
database EmployeeDatabase
participant EmployeeService

Employee -> EmployeeService: Request to add new information
EmployeeService --> EmployeeDatabase: Store new information
EmployeeDatabase --> EmployeeService: Confirm successful storage
EmployeeService --> Employee: Notify about successful addition
activate Employee
deactivate Employee

@enduml

This sequence diagram shows the interaction between the Employee actor, the EmployeeService participant, and the EmployeeDatabase database. The employee requests to add new information, which is stored in the EmployeeDatabase. Upon successful storage, the EmployeeService notifies the employee about the successful addition."
Granite-4.0-tiny,175,"As a customer, I want to see the availability of books.","Here's a valid PlantUML sequence diagram for the given user story:

@startuml
actor Customer
database LibraryDatabase
participant BookAvailabilityService

Customer -> BookAvailabilityService: Request availability of books
BookAvailabilityService --> LibraryDatabase: Check book availability
LibraryDatabase --> BookAvailabilityService: Return availability data
BookAvailabilityService --> Customer: Display availability of books

activate Customer
deactivate Customer

@enduml"
Granite-4.0-tiny,177,"As a user, I want to have nice error pages when something goes wrong, so that I can trust the system and its developers.","Here's the sequence diagram for the given user story in PlantUML format:

@startuml
User->System: Make an action that results in an error
System->ErrorHandler: Handle the error gracefully
ErrorHandler->ErrorView: Display an error page with details
ErrorHandler->System: Log the error for developers
System->User: Show a friendly error message
@enduml"
Granite-4.0-tiny,179,"As a restaurant manager, I want to create, monitor and delegate tasks to workers to increase labor management efficiency.","Here's a sequence diagram for the user story ""As a restaurant manager, I want to create, monitor and delegate tasks to workers to increase labor management efficiency"":

```plantuml
@startuml
actor RestaurantManager
database TaskDatabase
participant Worker1
participant Worker2
participant Worker3

RestaurantManager -> TaskDatabase: Create a new task
TaskDatabase --> RestaurantManager: Confirm creation of the new task

RestaurantManager -> Worker1: Delegate Task A to Worker1
Worker1 -> TaskDatabase: Accept the task
TaskDatabase --> Worker1: Confirm acceptance of the task

RestaurantManager -> Worker2: Delegate Task B to Worker2
Worker2 -> TaskDatabase: Accept the task
TaskDatabase --> Worker2: Confirm acceptance of the task

RestaurantManager -> Worker3: Delegate Task C to Worker3
Worker3 -> TaskDatabase: Accept the task
TaskDatabase --> Worker3: Confirm acceptance of the task

RestaurantManager -> TaskDatabase: Monitor task progress
TaskDatabase --> RestaurantManager: Provide progress updates

RestaurantManager -> Worker1: Provide feedback on Task A
Worker1 -> TaskDatabase: Update task status based on feedback
TaskDatabase --> RestaurantManager: Confirm updated task status

RestaurantManager -> Worker2: Provide feedback on Task B
Worker2 -> TaskDatabase: Update task status based on feedback
TaskDatabase --> RestaurantManager: Confirm updated task status

RestaurantManager -> Worker3: Provide feedback on Task C
Worker3 -> TaskDatabase: Update task status based on feedback
TaskDatabase --> RestaurantManager: Confirm updated task status

@enduml
```"
Granite-4.0-tiny,181,"As a DB/IR administrator, I want to see list of subscribers for specified report in order research missing report complaints.","Here's the sequence diagram for the given user story in PlantUML format:

@startuml
actor DBAdmin
database ReportDatabase
participant ComplaintsTracker

DBAdmin -> ComplaintsTracker: Request subscriber list for specified report
ComplaintsTracker --> ReportDatabase: Retrieve subscriber data
ReportDatabase --> ComplaintsTracker: Provide subscriber list
ComplaintsTracker --> DBAdmin: Display subscriber list for the report

activate DBAdmin
deactivate DBAdmin

@enduml"
Granite-4.0-tiny,183,"As a staff, I want to add books with unique id.","Here's the sequence diagram for the user story ""As a staff, I want to add books with unique id"":

@startuml
actor Staff
database LibraryDatabase
participant BookAdder
participant BookDatabase

Staff -> BookAdder: Submit book details with unique id
BookAdder --> BookDatabase: Store book details and unique id
BookDatabase --> BookAdder: Confirmation of book addition

BookAdder -> BookDatabase: Retrieve existing books
BookDatabase --> BookAdder: Provide list of existing books
BookAdder -> BookDatabase: Check for unique id availability
BookDatabase --> BookAdder: Confirm if unique id is available
BookAdder -> BookDatabase: Update unique id if not available
BookDatabase --> BookAdder: Update unique id in database

@enduml"
Granite-4.0-tiny,187,"As an archivist, I want to see what a particular user has downloaded, so that I can track use of assets.","Here's the sequence diagram for the given user story:

@startuml
archivist->System: Retrieve user downloads
System->user: Get download history
user->System: Authorize request
System->archivist: Return download list
archivist->System: Display download history
@enduml"
Granite-4.0-tiny,189,"As a user, I want to take a picture or upload an image, so that I am recommended with videos related to that picture or image.","Here's the valid PlantUML sequence diagram for the given user story:

@startuml
User -> System: Take a picture or upload an image
System -> OCR: Process the image
OCR -> System: Extract text from the image
System -> Recommendation Engine: Pass the extracted text
Recommendation Engine -> System: Generate video recommendations
System -> User: Display recommended videos
@enduml"
Llama-3.1-70b,2,"As a cook, I want to keep track of store orders so that I can schedule orders.",
Llama-3.1-70b,4,"As an OlderPerson, I want to use ALFRED to control the heating.",
Llama-3.1-70b,6,"As an employee, I want to see all store orders.",
Llama-3.1-70b,8,"As a Data Consuming User, I want to be able to search any dataset published and publicly accessible by their title and metadata, So that I can find the datasets I'm interested in.",
Llama-3.1-70b,10,"As a library member, I want to locate related books and see the shelf number in the library by using unique information to speed up the searching process.",
Llama-3.1-70b,12,"As an API User, I want to be able to use data to get results from multiple datasets, So that I can build user experiences based on more than one dataset more easily.",
Llama-3.1-70b,14,"As a customer, I want to be able to pay the bill partially",
Llama-3.1-70b,16,"As a cook, I want to have employee data on the system including clock in and out information.",
Llama-3.1-70b,18,"As a Plan Review Staff member, I want to Review Plans, so that I can review them for compliance and either approve, or fail or deny the plans and record any conditions, clearances, or corrections needed from the Applicant.",
Llama-3.1-70b,20,"As a patron, I want to know previous name(s) and publication date range (first version-last version) of reports/datasets, so that I can know what historical versions are available and how current more recent version is.",
Llama-3.1-70b,22,"As a user, I want to scope my searches for collections, objects, or object components to a specific language.",
Llama-3.1-70b,24,"As a MedicalCaregiver, I want to locate the ALFRED user.",
Llama-3.1-70b,26,"As a library staff member, I want to be able to assign an item to more than one collection.",
Llama-3.1-70b,28,"As a repository manager, I want to indicate any name that is pertinent to the component.",
Llama-3.1-70b,30,"As a library member, I want to keep track of books from an app so that I can know if it is taken or in the library before I go.",
Llama-3.1-70b,32,"As a restaurant employee, I want to receive a notification message when the customer places an order.",
Llama-3.1-70b,34,"As a student, I want to see the books that are currently unavailable so that I can arrange my reading plan.",
Llama-3.1-70b,37,"As a DAMS manager, I want to know the agent(s) responsible for carrying out an event.",
Llama-3.1-70b,39,"As a Developer I want to quickly access Broker application data, so that I can investigate issues.",
Llama-3.1-70b,41,"As an agency user, I want to submit my data elements surrounded by quotation marks, so that Excel won't strip off leading and trailing zeroes.",
Llama-3.1-70b,44,"As an admin, I want to handle all users' activities, so that I can manage more efficiently.",
Llama-3.1-70b,47,"As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood.",
Llama-3.1-70b,51,"As a librarian, I want to delete books from the library.",
Llama-3.1-70b,53,"As an OlderPerson, I want to be able to see my training Performance.",
Llama-3.1-70b,55,"As an Agency user, I want to be able to include a large number of flexfields without performance impact.",
Llama-3.1-70b,57,"As a moderator, I want to enter the agreed-upon estimate, so that we can move on to the next item when we agree.",
