model,prompt_id,story_id,user_story,plantuml
Mistral-Small-3.2-24B-Instruct,5,187,"As an archivist, I want to see what a particular user has downloaded, so that I can track use of assets.","```plantuml
@startuml
actor Archivist
participant ""Asset Management System"" as AMS
Archivist -> AMS : Request user download history
AMS -> AMS : Retrieve download records
AMS --> Archivist : Display download history
@enduml
```"
Mistral-Small-3.2-24B-Instruct,5,188,"As an archivist, I want to see what a particular user has downloaded, so that I can track use of assets.","```plantuml
@startuml
actor Archivist
participant ""Asset Management System"" as AMS
Archivist -> AMS : Request user download history
AMS -> AMS : Retrieve download records
AMS --> Archivist : Display download history
@enduml
```"
Mistral-Small-3.2-24B-Instruct,5,189,"As a user, I want to take a picture or upload an image, so that I am recommended with videos related to that picture or image.","```plantuml
@startuml
actor User
participant ""Mobile App"" as App
participant ""Image Processing Service"" as ImageService
participant ""Video Recommendation Engine"" as VideoEngine
participant ""Video Database"" as VideoDB

User -> App: Takes a picture or uploads an image
App -> ImageService: Sends image for processing
ImageService -> ImageService: Analyzes image content
ImageService -> VideoEngine: Sends analyzed data
VideoEngine -> VideoDB: Queries related videos
VideoDB -> VideoEngine: Returns video recommendations
VideoEngine -> App: Sends recommended videos
App -> User: Displays recommended videos
@enduml
```"
Mistral-Small-3.2-24B-Instruct,5,190,"As a user, I want to take a picture or upload an image, so that I am recommended with videos related to that picture or image.","```plantuml
@startuml
actor User
participant ""Mobile App"" as App
participant ""Image Processing Service"" as ImageService
participant ""Video Recommendation Engine"" as VideoEngine
participant ""Video Database"" as VideoDB

User -> App: Takes a picture or uploads an image
App -> ImageService: Sends image for processing
ImageService -> ImageService: Analyzes image content
ImageService -> VideoEngine: Sends analyzed data
VideoEngine -> VideoDB: Queries related videos
VideoDB -> VideoEngine: Returns video recommendations
VideoEngine -> App: Sends recommended videos
App -> User: Displays recommended videos
@enduml
```"
qwen3-coder-next,1,1,"As a Zoning Staff member, I want to Process the Requests for Zoning Information, so that I can capture my response to the request in the system and also send a communication from the system to the Applicant.",
qwen3-coder-next,1,2,"As a cook, I want to keep track of store orders so that I can schedule orders.",
qwen3-coder-next,1,3,"As a cook, I want to keep track of store orders so that I can schedule orders.",
qwen3-coder-next,1,4,"As an OlderPerson, I want to use ALFRED to control the heating.",
qwen3-coder-next,1,5,"As an OlderPerson, I want to use ALFRED to control the heating.",
qwen3-coder-next,1,6,"As an employee, I want to see all store orders.",
qwen3-coder-next,1,7,"As an employee, I want to see all store orders.",
qwen3-coder-next,1,8,"As a Data Consuming User, I want to be able to search any dataset published and publicly accessible by their title and metadata, So that I can find the datasets I'm interested in.",
qwen3-coder-next,1,9,"As a Data Consuming User, I want to be able to search any dataset published and publicly accessible by their title and metadata, So that I can find the datasets I'm interested in.",
qwen3-coder-next,1,10,"As a library member, I want to locate related books and see the shelf number in the library by using unique information to speed up the searching process.",
qwen3-coder-next,1,11,"As a library member, I want to locate related books and see the shelf number in the library by using unique information to speed up the searching process.",
qwen3-coder-next,1,12,"As an API User, I want to be able to use data to get results from multiple datasets, So that I can build user experiences based on more than one dataset more easily.",
qwen3-coder-next,1,13,"As an API User, I want to be able to use data to get results from multiple datasets, So that I can build user experiences based on more than one dataset more easily.",
qwen3-coder-next,1,14,"As a customer, I want to be able to pay the bill partially",
qwen3-coder-next,1,15,"As a customer, I want to be able to pay the bill partially",
qwen3-coder-next,1,16,"As a cook, I want to have employee data on the system including clock in and out information.",
qwen3-coder-next,1,17,"As a cook, I want to have employee data on the system including clock in and out information.",
qwen3-coder-next,1,18,"As a Plan Review Staff member, I want to Review Plans, so that I can review them for compliance and either approve, or fail or deny the plans and record any conditions, clearances, or corrections needed from the Applicant.",
qwen3-coder-next,1,19,"As a Plan Review Staff member, I want to Review Plans, so that I can review them for compliance and either approve, or fail or deny the plans and record any conditions, clearances, or corrections needed from the Applicant.",
qwen3-coder-next,1,20,"As a patron, I want to know previous name(s) and publication date range (first version-last version) of reports/datasets, so that I can know what historical versions are available and how current more recent version is.",
qwen3-coder-next,1,21,"As a patron, I want to know previous name(s) and publication date range (first version-last version) of reports/datasets, so that I can know what historical versions are available and how current more recent version is.",
qwen3-coder-next,1,22,"As a user, I want to scope my searches for collections, objects, or object components to a specific language.",
qwen3-coder-next,1,23,"As a user, I want to scope my searches for collections, objects, or object components to a specific language.",
qwen3-coder-next,1,24,"As a MedicalCaregiver, I want to locate the ALFRED user.",
qwen3-coder-next,1,25,"As a MedicalCaregiver, I want to locate the ALFRED user.",
qwen3-coder-next,1,26,"As a library staff member, I want to be able to assign an item to more than one collection.",
qwen3-coder-next,1,27,"As a library staff member, I want to be able to assign an item to more than one collection.",
qwen3-coder-next,1,28,"As a repository manager, I want to indicate any name that is pertinent to the component.",
qwen3-coder-next,1,29,"As a repository manager, I want to indicate any name that is pertinent to the component.",
qwen3-coder-next,1,30,"As a library member, I want to keep track of books from an app so that I can know if it is taken or in the library before I go.",
qwen3-coder-next,1,31,"As a library member, I want to keep track of books from an app so that I can know if it is taken or in the library before I go.",
qwen3-coder-next,1,32,"As a restaurant employee, I want to receive a notification message when the customer places an order.",
qwen3-coder-next,1,33,"As a restaurant employee, I want to receive a notification message when the customer places an order.",
qwen3-coder-next,1,34,"As a student, I want to see the books that are currently unavailable so that I can arrange my reading plan.",
qwen3-coder-next,1,35,"As a student, I want to see the books that are currently unavailable so that I can arrange my reading plan.",
qwen3-coder-next,1,36,"As an asset manager, I want to know what the intellectual value of the asset is to the institution at the time of deposit, so that I obtain guidance in the evaluation of it for current value for the institution.",
qwen3-coder-next,1,37,"As a DAMS manager, I want to know the agent(s) responsible for carrying out an event.",
qwen3-coder-next,1,38,"As a DAMS manager, I want to know the agent(s) responsible for carrying out an event.",
qwen3-coder-next,1,39,"As a Developer I want to quickly access Broker application data, so that I can investigate issues.",
qwen3-coder-next,1,40,"As a Developer I want to quickly access Broker application data, so that I can investigate issues.",
qwen3-coder-next,1,41,"As an agency user, I want to submit my data elements surrounded by quotation marks, so that Excel won't strip off leading and trailing zeroes.",
qwen3-coder-next,1,42,"As an agency user, I want to submit my data elements surrounded by quotation marks, so that Excel won't strip off leading and trailing zeroes.",
qwen3-coder-next,1,43,"As a developer, I want to have the ALFRED API to reduce the work to achieve my goals.",
qwen3-coder-next,1,44,"As an admin, I want to handle all users' activities, so that I can manage more efficiently.",
qwen3-coder-next,1,45,"As an admin, I want to handle all users' activities, so that I can manage more efficiently.",
qwen3-coder-next,1,46,"As a developer, I want to upgrade to Fedora 4 and migrate our applications and data.",
qwen3-coder-next,1,47,"As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood.",
qwen3-coder-next,1,48,"As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood.",
qwen3-coder-next,1,49,"As a Zooniverse admin, I want to detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.",
qwen3-coder-next,1,50,"As a Zooniverse admin, I want to detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.",
qwen3-coder-next,1,51,"As a librarian, I want to delete books from the library.",
qwen3-coder-next,1,52,"As a librarian, I want to delete books from the library.",
qwen3-coder-next,1,53,"As an OlderPerson, I want to be able to see my training Performance.",
qwen3-coder-next,1,54,"As an OlderPerson, I want to be able to see my training Performance.",
qwen3-coder-next,1,55,"As an Agency user, I want to be able to include a large number of flexfields without performance impact.",
qwen3-coder-next,1,56,"As an Agency user, I want to be able to include a large number of flexfields without performance impact.",
qwen3-coder-next,1,57,"As a moderator, I want to enter the agreed-upon estimate, so that we can move on to the next item when we agree.",
qwen3-coder-next,1,58,"As a moderator, I want to enter the agreed-upon estimate, so that we can move on to the next item when we agree.",
qwen3-coder-next,1,59,"As a researcher, I want to record research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.",
qwen3-coder-next,1,60,"As a researcher, I want to record research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.",
qwen3-coder-next,1,61,"As a attendee, I want to get detailed directions to the summit venue, so that I can get to the summit easily on the day of the event.",
qwen3-coder-next,1,62,"As a attendee, I want to get detailed directions to the summit venue, so that I can get to the summit easily on the day of the event.",
qwen3-coder-next,1,63,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.",
qwen3-coder-next,1,64,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.",
qwen3-coder-next,1,65,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.",
qwen3-coder-next,1,66,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.",
qwen3-coder-next,1,67,"As an archivist, I want to link electronic versions of researchers' publications to citations, so that I can share them with other researchers.",
qwen3-coder-next,1,68,"As an archivist, I want to link electronic versions of researchers' publications to citations, so that I can share them with other researchers.",
qwen3-coder-next,1,69,"As a repoadmin, I want to have Symplectic Elements to communicate",
qwen3-coder-next,1,70,"As a repoadmin, I want to have Symplectic Elements to communicate",
qwen3-coder-next,1,71,"As a researcher, I want the DMP to prepopulate information that I have already entered in other institutional systems, so that I do not have to re-enter information ensuring the DMP contains accurate and standardized information.",
qwen3-coder-next,1,72,"As a researcher, I want the DMP to prepopulate information that I have already entered in other institutional systems, so that I do not have to re-enter information ensuring the DMP contains accurate and standardized information.",
qwen3-coder-next,1,73,"As an OlderPerson, I want to have ALFRED to set limits in the games duration as I get bored easily.",
qwen3-coder-next,1,74,"As an OlderPerson, I want to have ALFRED to set limits in the games duration as I get bored easily.",
qwen3-coder-next,1,75,"As a DAMS manager, I want to indicate to preservation managers aspects of a master file useful for monitoring its integrity, and impending obsolescence, including file size, creation date, file format and format version.",
qwen3-coder-next,1,76,"As a DAMS manager, I want to indicate to preservation managers aspects of a master file useful for monitoring its integrity, and impending obsolescence, including file size, creation date, file format and format version.",
qwen3-coder-next,1,77,"As a manager, I want to save the menu each month.",
qwen3-coder-next,1,78,"As a manager, I want to save the menu each month.",
qwen3-coder-next,1,79,"As an Archivist, I want to upload an EAD for import from within the frontend application.",
qwen3-coder-next,1,80,"As an Archivist, I want to upload an EAD for import from within the frontend application.",
qwen3-coder-next,1,81,"As a PI, I want to plan what kind of data I want to record/store, so that I can ensure it will possible to store it.",
qwen3-coder-next,1,82,"As a PI, I want to plan what kind of data I want to record/store, so that I can ensure it will possible to store it.",
qwen3-coder-next,1,83,"As a member, I want to remove reservations so that I can cancel my reservation anytime I want.",
qwen3-coder-next,1,84,"As a member, I want to remove reservations so that I can cancel my reservation anytime I want.",
qwen3-coder-next,1,85,"As a librarian, I want to update pages for book information.",
qwen3-coder-next,1,86,"As a librarian, I want to update pages for book information.",
qwen3-coder-next,1,87,"As a user, I want frontend changes for managing enum lists.",
qwen3-coder-next,1,88,"As a user, I want frontend changes for managing enum lists.",
qwen3-coder-next,1,89,"As an admin, I want to automatically validated the ingested contents for copyright infringement.",
qwen3-coder-next,1,90,"As an admin, I want to automatically validated the ingested contents for copyright infringement.",
qwen3-coder-next,1,91,"As a manager, I want to delete library members.",
qwen3-coder-next,1,92,"As a manager, I want to delete library members.",
qwen3-coder-next,1,93,"As a user, I want to link my email account to my profile, so that I can get a temporary password in case I forget my own one.",
qwen3-coder-next,1,94,"As a user, I want to link my email account to my profile, so that I can get a temporary password in case I forget my own one.",
qwen3-coder-next,1,95,"As a chef, I want to update the ingredients of the menu items.",
qwen3-coder-next,1,96,"As a chef, I want to update the ingredients of the menu items.",
qwen3-coder-next,1,97,"As a user, I want to choose a flexible pick up time, so that I can more conveniently use the website.",
qwen3-coder-next,1,98,"As a user, I want to choose a flexible pick up time, so that I can more conveniently use the website.",
qwen3-coder-next,1,99,"As a manager, I want to display orders by date.",
qwen3-coder-next,1,100,"As a manager, I want to display orders by date.",
qwen3-coder-next,1,101,"As an archivist, I want to upload a single file.",
qwen3-coder-next,1,102,"As an archivist, I want to upload a single file.",
qwen3-coder-next,1,103,"As a librarian, I want to create information about borrowed books.",
qwen3-coder-next,1,104,"As a librarian, I want to create information about borrowed books.",
qwen3-coder-next,1,105,"As a Staff, I want to edit book, so that I can correct book records those are faulty.",
qwen3-coder-next,1,106,"As a Staff, I want to edit book, so that I can correct book records those are faulty.",
qwen3-coder-next,1,107,"As a library staff member, I want to upload large batches of items simultaneously, including descriptive metadata, so that I can offer service to authors efficiently.",
qwen3-coder-next,1,108,"As an archivist, I want to access metadata and visual representations of index cards, so that I can use that information to assist researchers.",
qwen3-coder-next,1,109,"As an archivist, I want to access metadata and visual representations of index cards, so that I can use that information to assist researchers.",
qwen3-coder-next,1,110,"As a chef, I want to create dishes so that I can follow customer comments.",
qwen3-coder-next,1,111,"As a user, I want to be able to give my email ID, so that I can receive notifications for new events as they are posted.",
qwen3-coder-next,1,112,"As a user, I want to be able to give my email ID, so that I can receive notifications for new events as they are posted.",
qwen3-coder-next,1,113,"As a researcher, I want to link research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.",
qwen3-coder-next,1,114,"As a research participant, I want to make sure that the appearance of the prototype does not distract from the workflow, so that I can complete the user interview.",
qwen3-coder-next,1,115,"As a research participant, I want to make sure that the appearance of the prototype does not distract from the workflow, so that I can complete the user interview.",
qwen3-coder-next,1,116,"As a member, I want to calculate the fine for delayed returns by automatically.",
qwen3-coder-next,1,117,"As a member, I want to calculate the fine for delayed returns by automatically.",
qwen3-coder-next,1,118,"As a cook, I want to mark items unavailable, so that Waiter can inform customers.",
qwen3-coder-next,1,119,"As a cook, I want to mark items unavailable, so that Waiter can inform customers.",
qwen3-coder-next,1,120,"As a management user, I want to see the arrival and departure times of the employees.",
qwen3-coder-next,1,121,"As an Archivist, I want to create and edit Agent records.",
qwen3-coder-next,1,122,"As an Archivist, I want to create and edit Agent records.",
qwen3-coder-next,1,123,"As an Archivist, I want to create and edit Event records.",
qwen3-coder-next,1,124,"As an Archivist, I want to create and edit Event records.",
qwen3-coder-next,1,125,"As an app developer, I want to share a dataset type that I had previously deployed as part of an app.",
qwen3-coder-next,1,126,"As an app developer, I want to share a dataset type that I had previously deployed as part of an app.",
qwen3-coder-next,1,127,"As a manager, I want to keep track of resources available so that I can manage inventory.",
qwen3-coder-next,1,128,"As a manager, I want to keep track of resources available so that I can manage inventory.",
qwen3-coder-next,1,129,"As an Owner, I want to design a schedule from the UI SME, so that I know the potential timeline of the UI improvements wanted.",
qwen3-coder-next,1,130,"As a depositor, I want to specify a disposal policy for my data, so that I do not accidentally breach laws or collaboration agreements.",
qwen3-coder-next,1,131,"As a depositor, I want to specify a disposal policy for my data, so that I do not accidentally breach laws or collaboration agreements.",
qwen3-coder-next,1,132,"As a Zooniverse admin, I want to know when I should educate a volunteer.",
qwen3-coder-next,1,133,"As a Zooniverse admin, I want to know when I should educate a volunteer.",
qwen3-coder-next,1,134,"As a repository manager, I want to see a display of recent errors deduplicated for easy comprehension like Symplectic Elements provides.",
qwen3-coder-next,1,135,"As a repository manager, I want to see a display of recent errors deduplicated for easy comprehension like Symplectic Elements provides.",
qwen3-coder-next,1,136,"As an ethics manager, I want to be informed about the data, so that I can check for sensitivity of data.",
qwen3-coder-next,1,137,"As an ethics manager, I want to be informed about the data, so that I can check for sensitivity of data.",
qwen3-coder-next,1,138,"As a repository manager, I want to indicate names related to the collection either as creator, source, or subject.",
qwen3-coder-next,1,139,"As a repository manager, I want to indicate names related to the collection either as creator, source, or subject.",
qwen3-coder-next,1,140,"As a patron, I want to email system provider to report issues and ask questions.",
qwen3-coder-next,1,141,"As a patron, I want to email system provider to report issues and ask questions.",
qwen3-coder-next,1,142,"As a researcher I want clear citation information on each document, so that I can cite accurately in a publication.",
qwen3-coder-next,1,143,"As a researcher I want clear citation information on each document, so that I can cite accurately in a publication.",
qwen3-coder-next,1,144,"As a manager, I want to track which employees sell the most number of products so that I can increase their salary.",
qwen3-coder-next,1,145,"As a manager, I want to track which employees sell the most number of products so that I can increase their salary.",
qwen3-coder-next,1,146,"As a Consumer, I want to load a Data Package from R, so that that I can immediately start playing with it.",
qwen3-coder-next,1,147,"As a Consumer, I want to load a Data Package from R, so that that I can immediately start playing with it.",
qwen3-coder-next,1,148,"As a librarian, I want to add new books to book list.",
qwen3-coder-next,1,149,"As a librarian, I want to add new books to book list.",
qwen3-coder-next,1,150,"As an OlderPerson, I want to use ALFRED to control the TV and radio.",
qwen3-coder-next,1,151,"As an OlderPerson, I want to use ALFRED to control the TV and radio.",
qwen3-coder-next,1,152,"As a Staff member, I want to Manage Bonds, so that I can track and manage bonds throughout the lifecycle of the project until release.",
qwen3-coder-next,1,153,"As a Staff member, I want to Manage Bonds, so that I can track and manage bonds throughout the lifecycle of the project until release.",
qwen3-coder-next,1,154,"As a chef, I want to update the allergy warnings of menu items.",
qwen3-coder-next,1,155,"As a chef, I want to update the allergy warnings of menu items.",
qwen3-coder-next,1,156,"As an employee, I want to change orders of a table.",
qwen3-coder-next,1,157,"As an employee, I want to change orders of a table.",
qwen3-coder-next,1,158,"As a library manager, I want to know which books are borrowed most so that I can bring the further copies of the books.",
qwen3-coder-next,1,159,"As a library manager, I want to know which books are borrowed most so that I can bring the further copies of the books.",
qwen3-coder-next,1,160,"As a librarian, I want to edit suggestion list.",
qwen3-coder-next,1,161,"As a librarian, I want to edit suggestion list.",
qwen3-coder-next,1,162,"As a Cornell faculty member, I want to have some control over how items within my collection sort in collection contents lists, so that I can control how my work is presented.",
qwen3-coder-next,1,163,"As a Cornell faculty member, I want to have some control over how items within my collection sort in collection contents lists, so that I can control how my work is presented.",
qwen3-coder-next,1,164,"As a DAMS manager, I want to know when permitted and restricted acts and/or their active dates are modified.",
qwen3-coder-next,1,165,"As a DAMS manager, I want to know when permitted and restricted acts and/or their active dates are modified.",
qwen3-coder-next,1,166,"As a restaurant manager, I want to see weekly reports.",
qwen3-coder-next,1,167,"As a restaurant manager, I want to see weekly reports.",
qwen3-coder-next,1,168,"As a user, I want to sync events created in NeuroHub with a web-based Calendar such as Google Calendar.",
qwen3-coder-next,1,169,"As a user, I want to sync events created in NeuroHub with a web-based Calendar such as Google Calendar.",
qwen3-coder-next,1,170,"As a team member, I want to know what visual design related tasks we might need to plan for this sprint, so that I can assign tasks as necessary.",
qwen3-coder-next,1,171,"As a team member, I want to know what visual design related tasks we might need to plan for this sprint, so that I can assign tasks as necessary.",
qwen3-coder-next,1,172,"As a repoadmin, I want to have users to be presented with a license or a selection of licenses, specific to the collection, and deposit to be denied if the submitter does not accept the license.",
qwen3-coder-next,1,173,"As an employee, I want to add a new information about myself to the my employee data",
qwen3-coder-next,1,174,"As an employee, I want to add a new information about myself to the my employee data",
qwen3-coder-next,1,175,"As a customer, I want to see the availability of books.",
qwen3-coder-next,1,176,"As a customer, I want to see the availability of books.",
qwen3-coder-next,1,177,"As a user, I want to have nice error pages when something goes wrong, so that I can trust the system and its developers.",
qwen3-coder-next,1,178,"As a user, I want to have nice error pages when something goes wrong, so that I can trust the system and its developers.",
qwen3-coder-next,1,179,"As a restaurant manager, I want to create, monitor and delegate tasks to workers to increase labor management efficiency.",
qwen3-coder-next,1,180,"As a restaurant manager, I want to create, monitor and delegate tasks to workers to increase labor management efficiency.",
qwen3-coder-next,1,181,"As a DB/IR administrator, I want to see list of subscribers for specified report in order research missing report complaints.",
qwen3-coder-next,1,182,"As a DB/IR administrator, I want to see list of subscribers for specified report in order research missing report complaints.",
qwen3-coder-next,1,183,"As a staff, I want to add books with unique id.",
qwen3-coder-next,1,184,"As a staff, I want to add books with unique id.",
qwen3-coder-next,1,185,"As a DigitalRecords Archivist, I want to expose the descriptive record for each ETD item for re-use external to Fedora.",
qwen3-coder-next,1,186,"As a DigitalRecords Archivist, I want to expose the descriptive record for each ETD item for re-use external to Fedora.",
qwen3-coder-next,1,187,"As an archivist, I want to see what a particular user has downloaded, so that I can track use of assets.",
qwen3-coder-next,1,188,"As an archivist, I want to see what a particular user has downloaded, so that I can track use of assets.",
qwen3-coder-next,1,189,"As a user, I want to take a picture or upload an image, so that I am recommended with videos related to that picture or image.",
qwen3-coder-next,1,190,"As a user, I want to take a picture or upload an image, so that I am recommended with videos related to that picture or image.",
qwen3-coder-next,2,1,"As a Zoning Staff member, I want to Process the Requests for Zoning Information, so that I can capture my response to the request in the system and also send a communication from the system to the Applicant.",
qwen3-coder-next,2,2,"As a cook, I want to keep track of store orders so that I can schedule orders.",
qwen3-coder-next,2,3,"As a cook, I want to keep track of store orders so that I can schedule orders.",
qwen3-coder-next,2,4,"As an OlderPerson, I want to use ALFRED to control the heating.",
qwen3-coder-next,2,5,"As an OlderPerson, I want to use ALFRED to control the heating.",
qwen3-coder-next,2,6,"As an employee, I want to see all store orders.",
qwen3-coder-next,2,7,"As an employee, I want to see all store orders.",
qwen3-coder-next,2,8,"As a Data Consuming User, I want to be able to search any dataset published and publicly accessible by their title and metadata, So that I can find the datasets I'm interested in.",
qwen3-coder-next,2,9,"As a Data Consuming User, I want to be able to search any dataset published and publicly accessible by their title and metadata, So that I can find the datasets I'm interested in.",
qwen3-coder-next,2,10,"As a library member, I want to locate related books and see the shelf number in the library by using unique information to speed up the searching process.",
qwen3-coder-next,2,11,"As a library member, I want to locate related books and see the shelf number in the library by using unique information to speed up the searching process.",
qwen3-coder-next,2,12,"As an API User, I want to be able to use data to get results from multiple datasets, So that I can build user experiences based on more than one dataset more easily.",
qwen3-coder-next,2,13,"As an API User, I want to be able to use data to get results from multiple datasets, So that I can build user experiences based on more than one dataset more easily.",
qwen3-coder-next,2,14,"As a customer, I want to be able to pay the bill partially",
qwen3-coder-next,2,15,"As a customer, I want to be able to pay the bill partially",
qwen3-coder-next,2,16,"As a cook, I want to have employee data on the system including clock in and out information.",
qwen3-coder-next,2,17,"As a cook, I want to have employee data on the system including clock in and out information.",
qwen3-coder-next,2,18,"As a Plan Review Staff member, I want to Review Plans, so that I can review them for compliance and either approve, or fail or deny the plans and record any conditions, clearances, or corrections needed from the Applicant.",
qwen3-coder-next,2,19,"As a Plan Review Staff member, I want to Review Plans, so that I can review them for compliance and either approve, or fail or deny the plans and record any conditions, clearances, or corrections needed from the Applicant.",
qwen3-coder-next,2,20,"As a patron, I want to know previous name(s) and publication date range (first version-last version) of reports/datasets, so that I can know what historical versions are available and how current more recent version is.",
qwen3-coder-next,2,21,"As a patron, I want to know previous name(s) and publication date range (first version-last version) of reports/datasets, so that I can know what historical versions are available and how current more recent version is.",
qwen3-coder-next,2,22,"As a user, I want to scope my searches for collections, objects, or object components to a specific language.",
qwen3-coder-next,2,23,"As a user, I want to scope my searches for collections, objects, or object components to a specific language.",
qwen3-coder-next,2,24,"As a MedicalCaregiver, I want to locate the ALFRED user.",
qwen3-coder-next,2,25,"As a MedicalCaregiver, I want to locate the ALFRED user.",
qwen3-coder-next,2,26,"As a library staff member, I want to be able to assign an item to more than one collection.",
qwen3-coder-next,2,27,"As a library staff member, I want to be able to assign an item to more than one collection.",
qwen3-coder-next,2,28,"As a repository manager, I want to indicate any name that is pertinent to the component.",
qwen3-coder-next,2,29,"As a repository manager, I want to indicate any name that is pertinent to the component.",
qwen3-coder-next,2,30,"As a library member, I want to keep track of books from an app so that I can know if it is taken or in the library before I go.",
qwen3-coder-next,2,31,"As a library member, I want to keep track of books from an app so that I can know if it is taken or in the library before I go.",
qwen3-coder-next,2,32,"As a restaurant employee, I want to receive a notification message when the customer places an order.",
qwen3-coder-next,2,33,"As a restaurant employee, I want to receive a notification message when the customer places an order.",
qwen3-coder-next,2,34,"As a student, I want to see the books that are currently unavailable so that I can arrange my reading plan.",
qwen3-coder-next,2,35,"As a student, I want to see the books that are currently unavailable so that I can arrange my reading plan.",
qwen3-coder-next,2,36,"As an asset manager, I want to know what the intellectual value of the asset is to the institution at the time of deposit, so that I obtain guidance in the evaluation of it for current value for the institution.",
qwen3-coder-next,2,37,"As a DAMS manager, I want to know the agent(s) responsible for carrying out an event.",
qwen3-coder-next,2,38,"As a DAMS manager, I want to know the agent(s) responsible for carrying out an event.",
qwen3-coder-next,2,39,"As a Developer I want to quickly access Broker application data, so that I can investigate issues.",
qwen3-coder-next,2,40,"As a Developer I want to quickly access Broker application data, so that I can investigate issues.",
qwen3-coder-next,2,41,"As an agency user, I want to submit my data elements surrounded by quotation marks, so that Excel won't strip off leading and trailing zeroes.",
qwen3-coder-next,2,42,"As an agency user, I want to submit my data elements surrounded by quotation marks, so that Excel won't strip off leading and trailing zeroes.",
qwen3-coder-next,2,43,"As a developer, I want to have the ALFRED API to reduce the work to achieve my goals.",
qwen3-coder-next,2,44,"As an admin, I want to handle all users' activities, so that I can manage more efficiently.",
qwen3-coder-next,2,45,"As an admin, I want to handle all users' activities, so that I can manage more efficiently.",
qwen3-coder-next,2,46,"As a developer, I want to upgrade to Fedora 4 and migrate our applications and data.",
qwen3-coder-next,2,47,"As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood.",
qwen3-coder-next,2,48,"As an employee, I want to access the route planning system during work, so that I can be guided through the neighbourhood.",
qwen3-coder-next,2,49,"As a Zooniverse admin, I want to detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.",
qwen3-coder-next,2,50,"As a Zooniverse admin, I want to detect important features such as areas of flooding, damage, temporary shelters, blocked roads etc in the satellite images.",
qwen3-coder-next,2,51,"As a librarian, I want to delete books from the library.",
qwen3-coder-next,2,52,"As a librarian, I want to delete books from the library.",
qwen3-coder-next,2,53,"As an OlderPerson, I want to be able to see my training Performance.",
qwen3-coder-next,2,54,"As an OlderPerson, I want to be able to see my training Performance.",
qwen3-coder-next,2,55,"As an Agency user, I want to be able to include a large number of flexfields without performance impact.",
qwen3-coder-next,2,56,"As an Agency user, I want to be able to include a large number of flexfields without performance impact.",
qwen3-coder-next,2,57,"As a moderator, I want to enter the agreed-upon estimate, so that we can move on to the next item when we agree.",
qwen3-coder-next,2,58,"As a moderator, I want to enter the agreed-upon estimate, so that we can move on to the next item when we agree.",
qwen3-coder-next,2,59,"As a researcher, I want to record research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.",
qwen3-coder-next,2,60,"As a researcher, I want to record research publications in the institutional repository or CRIS with DMP records, so that I can generate reports of research output resulting from a project.",
qwen3-coder-next,2,61,"As a attendee, I want to get detailed directions to the summit venue, so that I can get to the summit easily on the day of the event.",
qwen3-coder-next,2,62,"As a attendee, I want to get detailed directions to the summit venue, so that I can get to the summit easily on the day of the event.",
qwen3-coder-next,2,63,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.",
qwen3-coder-next,2,64,"As a sponsor, I want to post a job, so that I can hire top-tier Drupal talent.",
qwen3-coder-next,2,65,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.",
qwen3-coder-next,2,66,"As a moderator, I want to export a transcript of a game as a CSV file, so that I can further process the stories and estimates.",
qwen3-coder-next,2,67,"As an archivist, I want to link electronic versions of researchers' publications to citations, so that I can share them with other researchers.",
qwen3-coder-next,2,68,"As an archivist, I want to link electronic versions of researchers' publications to citations, so that I can share them with other researchers.",
qwen3-coder-next,2,69,"As a repoadmin, I want to have Symplectic Elements to communicate",
qwen3-coder-next,2,70,"As a repoadmin, I want to have Symplectic Elements to communicate",
qwen3-coder-next,2,71,"As a researcher, I want the DMP to prepopulate information that I have already entered in other institutional systems, so that I do not have to re-enter information ensuring the DMP contains accurate and standardized information.",
qwen3-coder-next,2,72,"As a researcher, I want the DMP to prepopulate information that I have already entered in other institutional systems, so that I do not have to re-enter information ensuring the DMP contains accurate and standardized information.",
qwen3-coder-next,2,73,"As an OlderPerson, I want to have ALFRED to set limits in the games duration as I get bored easily.",
qwen3-coder-next,2,74,"As an OlderPerson, I want to have ALFRED to set limits in the games duration as I get bored easily.",
